,text
475188,ukraine ukraine tank shot at the leader of the shooting during today's battle in borodyanka
475874,my Russian and Belarusian friends if you didn’t know your “presidents” of shit ukraina ukraina ukraine slavaukraini heroes
476168,ukraine ukraine tank shot at the leader of the shooting during today's battle in borodyanka
476583,kiev will be your stalingrad ukrainerussiawar
476715,- and how comprehensive and complete was the process of denazification in Germany itself after the defeat in the Second World War ukrainerussiawar
477113,Donetsk region Shirokino enemy in the village of pegov russiaukrainewar
477114,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
477159,these babies are some kind of facepalm vsrf russiaukrainewar
477181,"you remember that American intelligence never made a mistake during this war, so the official representative of the usa has just launched russia missiles in ukraine in the days of aircraft of the russian air force active troops are now launched an attack on kyiv has stalled"
477240,rogozin Russians and Belarusians look carefully enough stupid to believe in a complete lie‼️ demolish your dictator save your sons brothers and husbands from death russia ukraine ukrainerussianwar belarusian belarus russians
477290,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
477295,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
477356,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
477489,there is nowhere to go further stopwarinukraine stoprussia russia
477513,rentvchannel russians and belarusians look carefully enough stupid to believe in complete lies‼️ demolish your dictator save your sons brothers and husbands from death russia ukraine ukrainerussianwar belarusian belarus russians
477564,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
477717,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
477848,sashakots russians and belarusians look carefully enough stupid to believe in complete lies‼️ demolish your dictator save your sons brothers and husbands from death russia ukraine ukrainerussianwar belarusian belarus russians
477849,Kharkiv region APU lead prisoners russiaukrainewar
477999,rentvchannel russians and belarusians look carefully enough stupid to believe in complete lies‼️ demolish your dictator save your sons brothers and husbands from death russia ukraine ukrainerussianwar belarusian belarus russians
478052,trostyanets Sumy region abandoned and destroyed equipment of the Kantemirov division
478067,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
478241,midrf izvestiaru ggatilov missionrussian russiaun armscontrolrus ungeneva dpolun aalimov unnewsru Russians and Belarusians look carefully stop believing in a complete lie‼️ demolish your dictator save your sons brothers and husbands from death russia ukraine ukrainerussianwar belarusian belarus russians
478280,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
478335,trostyanets Sumy region abandoned and destroyed equipment of the Kantemirov division
478348,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
478353,trostyanets Sumy region abandoned and destroyed equipment of the Kantemirov division
478375,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
478455,Nikolaev region is burning down a broken enemy column there are dead russiaukrainewar
478492,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
478530,midrf modrussia mchsrussia sovfedinfo dumagovru rusembukraine rusbotschaft russianembassyr russiainusa rusembitaly embajadarusaru russians and belarusians look carefully stop stupidly believing in complete lies‼️ demolish your dictator save your sons brothers and husbands from death russia ukraine ukrainerussianwar belarusian belarus russians
478541,simple steps for Russians that we all need standwithukraine russiaukrainewar putinwarcriminal source
478566,these babies are some kind of facepalm vsrf russiaukrainewar
478583,the first swallows in birobidzhan will lose no vsrf russiaukrainewar
478636,a captured Russian serviceman of the SS Dikopols we were told that Zelensky had already signed the surrender and we just need to get to Kyiv to take up defense there and then we will come back full video russiaukrainewar
478785,sumy the road to the airport is on fire queers tower wrecked russia ukraine war
478800,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
478850,rurbc Russians and Belarusians look carefully enough stupid to believe in a complete lie‼️ demolish your dictator save your sons brothers and husbands from death today there are already more of them russia ukraine ukrainerussianwar belarusian belarus russians
479175,vrsoloviev Russians and Belarusians look carefully stop stupidly believing in a complete lie‼️ demolish your dictator save your sons brothers and husbands from death today there are already more of them russia ukraine ukrainerussianwar belarusian belarus russians
479264,a captured Russian serviceman of the SS Dikopols we were told that Zelensky had already signed the surrender and we just need to get to Kyiv to take up defense there and then we will come back full video russiaukrainewar
479902,the people of ukraine are not afraid without weapons we have no fear we will fight we will stop the Russian troops I believe that these soldiers understand deep down in their hearts that they are doing something wrong kyiv ukraine no war stopwar russia gloryukrainerussiawar kharkiv
479932,to the people of russia we do not want to fight with you understand that putin has invaded a sovereign nation and the whole world is outraged we know that it is risky to resist him but if you cannot resist then who oprussia poll anonymous anonymous putin russiaukraine ucraina oekraine help
480064,powerful airstrike of Russian terrorists on kharkov the city just want to destroy viva ukraine don't be deceived by russian propaganda look what war criminal putin and his orcs are doing stopputin
480690,please take a closer look and take off your rose-colored glasses nowar stopthewar standwithukraine
480940,but at least somehow cheer up stand with ukraine
480996,vezhlivo green all green zelensky nato
481191,echo of moscow and rain TV channel are off the air at the request of the prosecutor general's office of the russian federation ukrainerussiawar
481194,message to paste into your google reviews standwithukraine stopputin nowar it was good however putin ruined our mood by invading ukraine rise up against your dictator stop killing innocent people your government is lying to you rise up
481249,"Lukashenka officially declares that he does not support Russia in attacking Ukraine while simultaneously firing rockets at Ukraine and sending his army there, this is just the height of hypocrisy ukraine kyiv"
481301,but at least somehow cheer up stand with ukraine
481357,but at least somehow cheer up stand with ukraine
481413,fuck you Putin's state and not taxes on my money and fight fuck putinwarcriminal stopputin no war
481571,zelensky asks to negotiate no one wants to negotiate with you bring your mother to negotiate with her russia russia kyiv kiev europe moscow
481621,ukraine ukrainerussiawar russia leave our land we want peace no war
481779,ntvru and these are civilians near the TV tower that you bombed only in Ukraine they don’t really watch TV you are worse than the Nazis because stupid sheep and sheep will also answer for everyone you and your fucking putin so that he himself has already begun to save the creatures russian russia ukriane ukrainerussiawar
